Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Revenue,Profit,ROI_%,High_ROI
Summer ,2023-07-11,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,170.0999999999999,0.01276,2.170475999999999,0.14950000000000002,0.3244861619999999,6,238.55999999999997,1.0,2.0,12.0,238.55999999999997,238.23551383799997,73419.31389912401,1
Summer ,2023-07-12,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,664.3,0.0176,11.69168,0.5979999999999998,6.991624639999997,6,315.0,38.0,6.0,7.5,315.0,308.00837536,4405.390609756764,1
Summer ,2023-07-13,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,699.8999999999999,0.014850000000000002,10.393514999999999,0.1035,1.0757288024999998,8,266.28,52.0,0.0,18.0,266.28,265.20427119749996,24653.450812245963,1
Summer ,2023-07-14,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,280.69999999999993,0.0187,5.249089999999999,0.12650000000000003,0.664009885,4,296.52,30.0,4.0,13.5,296.52,295.855990115,44555.961710570016,1
Summer ,2023-07-15,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,290.79999999999995,0.01386,4.030487999999999,0.161,0.6489085679999999,3,252.83999999999997,8.0,2.0,6.0,252.83999999999997,252.19109143199998,38863.8868198763,1
Summer ,2023-07-16,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,326.0,0.017490000000000002,5.701740000000001,0.27599999999999997,1.57368024,2,46.8,64.0,10.0,6.0,46.8,45.226319759999996,2873.920546908563,1
Summer ,2023-07-17,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,771.9999999999999,0.019580000000000004,15.11576,0.7819999999999996,11.820524319999993,1,208.32,37.0,1.0,16.5,208.32,196.49947568,1662.3583722722724,1
Summer ,2023-07-18,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,289.79999999999995,0.014080000000000004,4.0803840000000005,0.6669999999999998,2.7216161279999995,2,156.23999999999998,20.0,1.0,15.0,156.23999999999998,153.518383872,5640.706721737945,1
Summer ,2023-07-19,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,739.5,0.01837,13.584615000000001,0.6324999999999997,8.592268987499997,5,231.83999999999997,22.0,3.0,16.5,231.83999999999997,223.24773101249997,2598.2395492655082,1
Summer ,2023-07-20,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,337.0,0.013420000000000003,4.522540000000001,0.48299999999999976,2.1843868199999994,5,80.63999999999999,56.0,1.0,6.0,80.63999999999999,78.45561317999999,3591.653843617313,1
Summer ,2023-07-21,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,618.0,0.01386,8.56548,0.011500000000000041,0.09850302000000037,5,131.04,14.0,11.0,4.5,131.04,130.94149697999998,132931.45426404133,1
Summer ,2023-07-22,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,372.5999999999999,0.013970000000000005,5.205222000000001,0.3104999999999997,1.616221430999999,1,0.0,52.0,8.0,7.5,0.0,-1.616221430999999,-100.0,0
Summer ,2023-07-23,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,560.5999999999999,0.016500000000000004,9.2499,0.14949999999999994,1.3828600499999995,6,141.11999999999998,28.0,10.0,12.0,141.11999999999998,139.73713994999997,10104.937224124742,1
Summer ,2023-07-24,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,470.39999999999986,0.018480000000000003,8.692991999999998,0.32199999999999973,2.7991434239999973,3,0.0,25.0,9.0,4.5,0.0,-2.7991434239999973,-100.0,0
Summer ,2023-07-25,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,747.8,0.015070000000000002,11.269346,0.3219999999999996,3.6287294119999958,3,107.52,43.0,1.0,10.5,107.52,103.891270588,2863.0206001152264,1
Summer ,2023-07-26,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,310.5,0.012320000000000003,3.8253600000000008,0.36799999999999977,1.4077324799999995,5,0.0,3.0,11.0,1.5,0.0,-1.4077324799999995,-100.0,0
Summer ,2023-07-27,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,879.8,0.016280000000000003,14.323144000000001,0.2644999999999999,3.788471587999999,4,124.32,48.0,6.0,9.0,124.32,120.531528412,3181.534442379987,1
Summer ,2023-07-28,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,725.3999999999999,0.019470000000000005,14.123538,0.6899999999999998,9.745241219999997,8,120.96,29.0,8.0,9.0,120.96,111.21475878,1141.221199858612,1
Summer ,2023-07-29,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,466.79999999999995,0.012320000000000003,5.7509760000000005,0.6669999999999998,3.835900991999999,7,0.0,16.0,7.0,1.5,0.0,-3.835900991999999,-100.0,0
Summer ,2023-07-30,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,788.0,0.01683,13.26204,0.31049999999999983,4.117863419999998,5,82.32,17.0,5.0,1.5,82.32,78.20213658,1899.0949578410261,1
Summer ,2023-07-31,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,228.79999999999995,0.01331,3.0453279999999996,0.1495,0.4552765359999999,3,0.0,37.0,12.0,12.0,0.0,-0.4552765359999999,-100.0,0
Summer ,2023-08-01,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,359.5,0.011660000000000004,4.191770000000002,0.21850000000000006,0.9159017450000007,7,64.67999999999999,55.0,4.0,15.0,64.67999999999999,63.76409825499999,6961.892867121893,1
Summer ,2023-08-02,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,119.39999999999998,0.018260000000000002,2.1802439999999996,0.1955,0.42623770199999994,3,156.23999999999998,9.0,5.0,16.5,156.23999999999998,155.81376229799997,36555.603027814745,1
Summer ,2023-08-03,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,679.3999999999999,0.018150000000000003,12.331109999999999,0.8279999999999996,10.210159079999995,2,87.36,41.0,6.0,7.5,87.36,77.14984092,755.6184023726302,0
Summer ,2023-08-04,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,724.5999999999999,0.012870000000000003,9.325602000000002,0.045999999999999944,0.4289776919999996,5,78.96,8.0,3.0,4.5,78.96,78.53102230799999,18306.551546274826,1
Summer ,2023-08-05,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,463.5,0.019360000000000002,8.973360000000001,0.161,1.4447109600000003,7,80.63999999999999,47.0,3.0,13.5,80.63999999999999,79.19528903999999,5481.739339750006,1
Summer ,2023-08-06,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,341.79999999999995,0.017270000000000004,5.9028860000000005,0.10350000000000008,0.6109487010000005,3,0.0,43.0,12.0,4.5,0.0,-0.6109487010000005,-100.0,0
Summer ,2023-08-07,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,784.3999999999999,0.012320000000000003,9.663808000000001,0.12649999999999995,1.2224717119999997,3,0.0,44.0,0.0,9.0,0.0,-1.2224717119999997,-100.0,0
Summer ,2023-08-08,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,496.20000000000005,0.015070000000000002,7.477734000000002,0.8969999999999997,6.707527397999999,1,268.8,49.0,2.0,15.0,268.8,262.092472602,3907.437973047248,1
Summer ,2023-08-09,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,689.8999999999999,0.01694,11.686905999999999,1.1154999999999997,13.036743642999996,1,0.0,20.0,10.0,6.0,0.0,-13.036743642999996,-100.0,0
Summer ,2023-08-10,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,316.9,0.016610000000000003,5.263709,0.17249999999999988,0.9079898024999994,3,36.0,54.0,3.0,12.0,36.0,35.0920101975,3864.802236862129,1
Summer ,2023-08-11,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,634.5,0.011880000000000002,7.537860000000001,0.1955,1.4736516300000002,5,0.0,5.0,11.0,9.0,0.0,-1.4736516300000002,-100.0,0
Summer ,2023-08-12,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,509.0999999999999,0.0176,8.960159999999998,0.6094999999999997,5.461217519999996,3,83.16,30.0,13.0,10.5,83.16,77.69878248,1422.7373693769307,1
Summer ,2023-08-13,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,732.3999999999999,0.019140000000000004,14.018136,0.12649999999999997,1.7732942039999997,4,122.63999999999999,4.0,13.0,3.0,122.63999999999999,120.86670579599999,6815.942076806113,1
Summer ,2023-08-14,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,343.29999999999995,0.017050000000000006,5.853265000000001,0.2069999999999998,1.211625854999999,7,62.16,12.0,2.0,3.0,62.16,60.948374144999995,5030.296596386188,1
Summer ,2023-08-15,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,281.5999999999999,0.011660000000000004,3.283456,0.1955,0.641915648,3,134.4,21.0,7.0,7.5,134.4,133.758084352,20837.330382698507,1
Summer ,2023-08-16,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,287.39999999999986,0.013090000000000003,3.762065999999999,0.5404999999999998,2.0333966729999986,5,90.71999999999998,24.0,3.0,3.0,90.71999999999998,88.68660332699999,4361.5003656003355,1
Summer ,2023-08-17,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,876.3,0.011000000000000003,9.639300000000002,0.6669999999999995,6.429413099999996,2,189.0,49.0,10.0,12.0,189.0,182.5705869,2839.6151259902726,1
Summer ,2023-08-18,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,478.79999999999995,0.014300000000000002,6.84684,0.057499999999999996,0.39369329999999997,4,53.76,54.0,9.0,4.5,53.76,53.366306699999996,13555.299696489627,1
Summer ,2023-08-19,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,302.0,0.0187,5.6474,0.09199999999999994,0.5195607999999997,6,62.16,36.0,7.0,3.0,62.16,61.640439199999996,11863.951090998402,1
Summer ,2023-08-20,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,503.19999999999993,0.012980000000000002,6.531536,0.8164999999999997,5.332999143999998,4,201.6,40.0,10.0,13.5,201.6,196.267000856,3680.23687153249,1
Summer ,2023-08-21,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,809.8,0.011550000000000003,9.353190000000001,1.0004999999999997,9.357866594999999,8,164.64,51.0,12.0,18.0,164.64,155.282133405,1659.3753696806148,1
Summer ,2023-08-22,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,399.0999999999999,0.016720000000000002,6.6729519999999996,0.4024999999999997,2.685863179999998,3,93.23999999999998,34.0,14.0,10.5,93.23999999999998,90.55413681999998,3371.5096693793635,1
Summer ,2023-08-23,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,196.89999999999998,0.019470000000000005,3.8336430000000004,0.34499999999999975,1.322606834999999,5,0.0,8.0,4.0,6.0,0.0,-1.322606834999999,-100.0,0
Summer ,2023-08-24,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,417.89999999999986,0.011660000000000004,4.872714,0.31049999999999983,1.5129776969999993,2,112.55999999999999,52.0,6.0,19.5,112.55999999999999,111.04702230299999,7339.633791244184,1
Summer ,2023-08-25,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,347.69999999999993,0.01386,4.819121999999999,0.5174999999999997,2.4938956349999986,4,201.6,31.0,15.0,9.0,201.6,199.106104365,7983.738435991133,1
Summer ,2023-08-26,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,131.0999999999999,0.013090000000000003,1.7160989999999992,0.1955,0.33549735449999984,2,0.0,57.0,1.0,9.0,0.0,-0.33549735449999984,-100.0,0
Summer ,2023-08-27,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,819.5,0.011110000000000002,9.104645000000001,1.1844999999999997,10.784452002499998,4,0.0,58.0,9.0,1.5,0.0,-10.784452002499998,-100.0,0
Summer ,2023-08-28,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,221.5999999999999,0.011220000000000003,2.4863519999999997,0.8394999999999997,2.0872925039999988,5,0.0,39.0,1.0,9.0,0.0,-2.0872925039999988,-100.0,0
Summer ,2023-08-29,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,298.0,0.012980000000000002,3.8680400000000006,0.33349999999999974,1.2899913399999992,3,0.0,29.0,6.0,10.5,0.0,-1.2899913399999992,-100.0,0
Summer ,2023-08-30,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,794.6999999999998,0.018260000000000002,14.511221999999998,1.0464999999999995,15.185993822999992,5,0.0,44.0,6.0,3.0,0.0,-15.185993822999992,-100.0,0
Summer ,2023-08-31,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,860.5999999999999,0.018480000000000003,15.903888000000002,0.7704999999999996,12.253945703999996,1,122.63999999999999,19.0,13.0,1.5,122.63999999999999,110.386054296,900.8204945772464,0
Fall ,2023-09-01,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1924.0,0.0187,35.9788,0.322,11.585173600000001,1,55.43999999999999,74.0,10.0,7.5,55.43999999999999,43.85482639999999,378.54267803116903,0
Fall ,2023-09-02,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1347.0,0.014080000000000002,18.965760000000003,0.08050000000000004,1.5267436800000012,4,169.67999999999998,37.0,5.0,16.5,169.67999999999998,168.15325631999997,11013.849837583728,1
Fall ,2023-09-03,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1439.0,0.01782,25.642979999999998,1.3684999999999996,35.092418129999984,4,42.0,30.0,14.0,9.0,42.0,6.9075818700000156,19.68397231678608,0
Fall ,2023-09-04,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1743.0,0.02123,37.00389,0.4255,15.745155194999999,3,49.559999999999995,20.0,13.0,12.0,49.559999999999995,33.81484480499999,214.76349001461838,0
Fall ,2023-09-05,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1294.0,0.01837,23.770780000000002,1.1154999999999997,26.516305089999996,2,13.2,31.0,6.0,10.5,13.2,-13.316305089999997,-50.21930862841795,0
Fall ,2023-09-06,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1917.0,0.02134,40.90878,0.4715,19.288489769999998,5,25.2,60.0,11.0,7.5,25.2,5.911510230000001,30.64786460987921,0
Fall ,2023-09-07,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1817.0,0.017050000000000003,30.979850000000006,0.09200000000000007,2.850146200000003,5,133.56,28.0,1.0,16.5,133.56,130.7098538,4586.07540202674,1
Fall ,2023-09-08,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1028.0,0.01804,18.54512,0.8164999999999997,15.142090479999995,3,228.47999999999996,63.0,8.0,13.5,228.47999999999996,213.33790951999995,1408.9065826266283,1
Fall ,2023-09-09,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1543.0,0.022990000000000003,35.47357,1.1269999999999998,39.978713389999996,4,60.0,24.0,7.0,7.5,60.0,20.021286610000004,50.079867290096416,0
Fall ,2023-09-10,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2074.0,0.018920000000000003,39.240080000000006,0.19550000000000003,7.671435640000002,1,204.11999999999998,51.0,14.0,10.5,204.11999999999998,196.44856435999998,2560.779671222008,1
Fall ,2023-09-11,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1679.0,0.01947,32.69013,0.1495,4.887174435,2,16.8,28.0,12.0,13.5,16.8,11.912825565,243.75691359991328,0
Fall ,2023-09-12,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2024.0,0.019030000000000002,38.51672000000001,0.7359999999999997,28.34830591999999,6,39.6,37.0,7.0,15.0,39.6,11.25169408000001,39.69088703837444,0
Fall ,2023-09-13,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2032.0,0.021890000000000003,44.48048000000001,0.47149999999999975,20.972546319999992,4,22.8,80.0,15.0,9.0,22.8,1.8274536800000085,8.713551764848406,0
Fall ,2023-09-14,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1988.0,0.01716,34.11408,0.37949999999999995,12.946293359999999,2,210.83999999999997,70.0,10.0,1.5,210.83999999999997,197.89370663999998,1528.5742500739996,1
Fall ,2023-09-15,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1639.0,0.02057,33.71423,0.02299999999999988,0.775427289999996,4,46.199999999999996,49.0,14.0,4.5,46.199999999999996,45.42457271,5858.005424338397,1
Fall ,2023-09-16,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2038.0,0.02101,42.818380000000005,0.276,11.817872880000003,4,12.0,51.0,12.0,10.5,12.0,0.18212711999999698,1.5411159169618427,0
Fall ,2023-09-17,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1880.0,0.022770000000000006,42.80760000000001,0.5404999999999998,23.137507799999995,5,86.52,43.0,14.0,16.5,86.52,63.3824922,273.93828560913556,0
Fall ,2023-09-18,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1658.0,0.01584,26.26272,0.011500000000000008,0.3020212800000002,4,55.199999999999996,52.0,8.0,12.0,55.199999999999996,54.89797872,18176.857842599686,1
Fall ,2023-09-19,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1686.0,0.016390000000000002,27.633540000000004,1.4144999999999996,39.087642329999994,3,57.599999999999994,62.0,7.0,7.5,57.599999999999994,18.51235767,47.36115193059792,0
Fall ,2023-09-20,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1142.0,0.01804,20.60168,0.253,5.212225040000001,1,155.4,55.0,19.0,12.0,155.4,150.18777496,2881.4522359917137,1
Fall ,2023-09-21,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1574.0,0.01254,19.73796,0.21850000000000006,4.312744260000001,3,106.67999999999999,60.0,10.0,15.0,106.67999999999999,102.36725573999999,2373.599025785961,1
Fall ,2023-09-22,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1626.0,0.02101,34.16226,0.37949999999999995,12.964577669999999,2,136.92,43.0,19.0,9.0,136.92,123.95542232999999,956.1084478427133,0
Fall ,2023-09-23,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1722.0,0.01518,26.139960000000002,0.06900000000000006,1.8036572400000017,2,55.199999999999996,27.0,11.0,10.5,55.199999999999996,53.396342759999996,2960.4484475110107,1
Fall ,2023-09-24,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2163.0,0.022000000000000006,47.58600000000001,0.034499999999999996,1.6417170000000003,4,58.8,50.0,4.0,12.0,58.8,57.158283,3481.616076339588,1
Fall ,2023-09-25,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1366.0,0.01507,20.58562,0.7129999999999999,14.677547059999997,4,34.8,38.0,5.0,10.5,34.8,20.122452940000002,137.09683816881596,0
Fall ,2023-09-26,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1434.0,0.016720000000000002,23.976480000000002,1.2879999999999996,30.881706239999993,7,100.8,43.0,11.0,12.0,100.8,69.91829376000001,226.40683522025506,0
Fall ,2023-09-27,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1399.0,0.018920000000000003,26.469080000000005,0.39100000000000007,10.349410280000004,3,7.199999999999999,75.0,9.0,6.0,7.199999999999999,-3.149410280000005,-30.430818711344042,0
Fall ,2023-09-28,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1693.0,0.01507,25.51351,0.18400000000000005,4.694485840000001,3,18.0,25.0,11.0,4.5,18.0,13.305514159999998,283.42857159411506,0
Fall ,2023-09-29,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1358.0,0.012870000000000003,17.477460000000004,0.057499999999999996,1.0049539500000002,6,52.08,33.0,13.0,6.0,52.08,51.07504605,5082.3270111033435,1
Fall ,2023-09-30,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1294.0,0.018810000000000004,24.340140000000005,1.3914999999999995,33.869304809999996,6,120.96,40.0,6.0,10.5,120.96,87.09069518999999,257.13753405498375,0
Fall ,2023-10-01,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1499.0,0.020350000000000004,30.504650000000005,1.3109999999999995,39.99159614999999,3,36.0,18.0,8.0,16.5,36.0,-3.9915961499999923,-9.981087364026086,0
Fall ,2023-10-02,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1426.0,0.015620000000000002,22.274120000000003,1.4719999999999998,32.78750464,2,31.2,40.0,11.0,4.5,31.2,-1.5875046400000024,-4.841797683082241,0
Fall ,2023-10-03,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1466.0,0.018260000000000005,26.769160000000007,0.8394999999999997,22.47270982,2,50.4,39.0,17.0,7.5,50.4,27.92729018,124.27201883390848,0
Fall ,2023-10-04,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1682.0,0.01859,31.268379999999997,0.09200000000000001,2.87669096,5,63.83999999999999,69.0,6.0,4.5,63.83999999999999,60.96330903999999,2119.2164847627564,1
Fall ,2023-10-05,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2091.0,0.017930000000000005,37.49163000000001,1.0004999999999997,37.510375814999996,4,52.8,42.0,9.0,1.5,52.8,15.289624185000001,40.761053049449444,0
Fall ,2023-10-06,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1124.0,0.02222,24.97528,1.4144999999999996,35.32753355999999,2,55.199999999999996,34.0,14.0,16.5,55.199999999999996,19.872466440000004,56.252063015519525,0
Fall ,2023-10-07,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1051.0,0.01804,18.96004,1.2534999999999998,23.766410139999994,2,63.83999999999999,55.0,5.0,10.5,63.83999999999999,40.07358986,168.61440000378622,0
Fall ,2023-10-08,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1640.0,0.021780000000000008,35.719200000000015,0.9429999999999996,33.6832056,1,82.32,51.0,6.0,4.5,82.32,48.63679439999999,144.39479121310234,0
Fall ,2023-10-09,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1977.0,0.022660000000000003,44.798820000000006,0.3449999999999999,15.4555929,1,20.4,58.0,17.0,6.0,20.4,4.944407099999999,31.991054189839584,0
Fall ,2023-10-10,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1568.0,0.020240000000000005,31.736320000000006,1.4144999999999996,44.89102464,2,96.6,47.0,10.0,10.5,96.6,51.70897536,115.18778146561817,0
Fall ,2023-10-11,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1279.0,0.018260000000000002,23.354540000000004,1.2189999999999994,28.46918425999999,6,240.23999999999998,36.0,15.0,15.0,240.23999999999998,211.77081574,743.8597952296933,0
Fall ,2023-10-12,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,994.0,0.012430000000000002,12.355420000000002,1.4144999999999999,17.476741590000003,3,3.5999999999999996,25.0,18.0,4.5,3.5999999999999996,-13.876741590000004,-79.40119454498384,0
Fall ,2023-10-13,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1888.0,0.01694,31.98272,1.1614999999999998,37.14792927999999,4,58.8,79.0,3.0,4.5,58.8,21.652070720000005,58.2860771506239,0
Fall ,2023-10-14,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1853.0,0.01804,33.42812,0.03450000000000001,1.1532701400000003,4,13.2,33.0,4.0,19.5,13.2,12.04672986,1044.571383769634,1
Fall ,2023-10-15,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1207.0,0.014960000000000003,18.056720000000002,0.9544999999999998,17.23513924,3,58.8,70.0,13.0,18.0,58.8,41.56486076,241.1634752769192,0
Fall ,2023-10-16,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1484.0,0.0143,21.2212,0.2644999999999999,5.613007399999998,5,113.39999999999999,42.0,4.0,9.0,113.39999999999999,107.78699259999999,1920.3073311465796,1
Fall ,2023-10-17,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1581.0,0.016390000000000002,25.91259,0.9774999999999998,25.329556724999996,5,179.75999999999996,55.0,13.0,10.5,179.75999999999996,154.43044327499996,609.6847447889951,0
Fall ,2023-10-18,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1843.0,0.020679999999999997,38.11324,0.4369999999999997,16.65548587999999,5,86.52,31.0,1.0,3.0,86.52,69.86451412000001,419.46848397796515,0
Fall ,2023-10-19,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1688.0,0.01804,30.451520000000002,0.0805,2.45134736,4,178.92,48.0,9.0,12.0,178.92,176.46865264,7198.843196175999,1
Fall ,2023-10-20,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,996.0,0.021120000000000003,21.03552,0.47149999999999975,9.918247679999995,4,230.15999999999997,27.0,7.0,9.0,230.15999999999997,220.24175231999996,2220.571207997904,1
Fall ,2023-10-21,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1939.0,0.015620000000000002,30.287180000000003,0.24150000000000008,7.314353970000003,7,183.95999999999998,59.0,5.0,13.5,183.95999999999998,176.64564602999997,2415.054654922585,1
Fall ,2023-10-22,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1219.0,0.02222,27.08618,0.7589999999999997,20.55841061999999,6,88.2,71.0,14.0,6.0,88.2,67.64158938000001,329.0214921293368,0
Fall ,2023-10-23,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1981.0,0.022660000000000003,44.88946000000001,0.1265,5.678516690000001,6,288.96,30.0,6.0,4.5,288.96,283.28148331,4988.652825637815,1
Fall ,2023-10-24,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1220.0,0.021890000000000003,26.705800000000004,0.3334999999999999,8.9063843,5,192.35999999999999,46.0,20.0,3.0,192.35999999999999,183.4536157,2059.7990106939355,1
Fall ,2023-10-25,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1036.0,0.0154,15.9544,0.17249999999999996,2.7521339999999994,4,79.8,76.0,12.0,10.5,79.8,77.047866,2799.568116959422,1
Fall ,2023-10-26,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1962.0,0.01782,34.96284,0.2759999999999999,9.649743839999998,4,162.11999999999998,32.0,11.0,15.0,162.11999999999998,152.47025616,1580.0445969143989,1
Fall ,2023-10-27,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2073.0,0.013860000000000003,28.731780000000004,0.8394999999999996,24.120329309999992,6,52.8,21.0,22.0,4.5,52.8,28.679670690000005,118.90248396446961,0
Fall ,2023-10-28,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1992.0,0.018260000000000005,36.37392000000001,0.24150000000000005,8.784301680000004,4,101.63999999999999,53.0,22.0,12.0,101.63999999999999,92.85569831999999,1057.0640866241283,1
Fall ,2023-10-29,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1764.0,0.019360000000000002,34.15104,1.1499999999999997,39.273695999999994,6,209.15999999999997,80.0,15.0,18.0,209.15999999999997,169.88630399999997,432.57019660181714,0
Fall ,2023-10-30,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1398.0,0.017490000000000002,24.451020000000003,0.8854999999999996,21.651378209999994,5,103.32,63.0,6.0,4.5,103.32,81.66862179,377.1982596113914,0
Fall ,2023-10-31,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1365.0,0.020679999999999997,28.228199999999998,0.8164999999999998,23.04832529999999,8,97.43999999999998,49.0,14.0,12.0,97.43999999999998,74.3916747,322.76390467293527,0
